-0.457856,6.321721,4.190082
-4.191321,-1.684677,-3.988953
-1.379280,0.641476,-2.407397
-3.967954,-6.824333,4.385481
-1.535787,-0.596008,6.859833
-1.842734,1.068612,-2.443978
-1.732193,0.722712,3.788093
1.046955,-0.693145,3.334152
-2.660202,-1.228977,4.888236
-3.028872,4.187351,4.255558
-1.944944,-5.989522,4.132144
-1.343916,-3.706826,5.771351
-1.706920,1.208874,4.623697
-2.303485,-5.959014,3.038338
-0.719267,0.782446,-0.957207
-1.526244,-5.270124,-0.051998
-1.858646,0.068325,6.296538
0.029180,7.921268,5.873213
-1.455765,-6.374860,-1.561604
-1.133471,0.084328,4.716920
-2.215238,2.824971,3.023345
-2.022818,-1.880392,4.030011
-0.727313,-3.023043,5.405924
-2.249422,-2.669680,1.258374
-0.596340,-0.626449,4.178734
-4.473191,-8.307996,9.473459
1.274836,2.516698,4.775745
-1.608690,-0.148012,6.142106
-2.866132,-6.011719,3.015055
-0.611964,0.014297,-0.816421
-1.934957,-2.873764,-0.495655
0.202349,-0.355216,-0.317561
-1.198022,-3.456429,-1.105146
-3.197863,-3.830376,5.628142
-2.016206,7.023458,1.964058
-5.304218,-1.398249,-1.224492
0.467695,5.306620,3.560428
-0.528656,0.246135,-0.762793
-3.007667,-1.447330,-3.295260
-1.151461,1.378680,-1.577193
-0.653556,0.218110,-1.542748
-0.167930,4.482384,2.649094
-1.460622,0.479616,4.303511
-3.077474,0.836099,-3.389046
-1.653789,-1.752190,0.265408
-2.176342,-3.165704,0.455600
-0.390477,-0.695486,-0.480342
-3.052240,-0.148505,-1.397862
-1.336590,0.960452,7.246260
-1.175918,-1.004952,7.766448
-2.556485,-1.755164,2.596513
-2.253702,-6.964463,-2.198055
-2.679265,-2.197691,1.738269
-0.987293,-4.891991,0.396039
-0.064719,-4.068221,6.839997
-2.481606,-4.531183,2.275269
-1.914691,-0.342223,9.007009
-1.285842,0.577427,-2.255369
-1.601745,0.887684,6.548373
-2.442241,0.965542,1.738301
2.050519,2.914505,6.764056
-5.526442,1.579071,0.269817
-0.697629,-0.311423,3.303707
-3.514277,-0.972339,-0.584086
-2.252339,8.500178,2.949964
-0.637536,-0.040129,2.530138
-0.969241,-3.387857,5.694522
-1.901036,-0.157118,6.630003
-2.365959,-3.513552,-0.962275
-1.818440,-5.657471,6.620666
-0.054015,7.665238,6.064442
-2.753843,-8.092998,5.785668
-4.733945,-1.499649,-1.030510
-2.830543,5.252299,0.842777
-0.898482,0.560527,-1.094585
0.109976,3.041568,2.391259
-1.900049,-3.322683,-0.394539
-0.095134,2.194326,3.413192
-1.971632,1.819361,1.640209
-2.871969,7.891707,4.382214
0.632413,0.893911,4.137028
-3.039406,-2.614664,4.849267
-5.856685,-0.329751,-1.210957
0.363777,1.838681,4.520059
-2.483282,-3.197468,-2.751374
-1.642290,0.242869,8.169702
-0.925538,4.421706,2.422975
-1.512447,-3.711255,-0.042709
-2.050155,-2.775275,6.441350
-2.314395,1.561714,-2.851686
-3.452437,-4.391524,-1.400393
-2.879742,-1.977481,4.337917
-3.042391,1.777894,2.342347
-2.764352,-3.296498,-0.680986
-0.699543,0.589704,-0.250513
-2.042484,0.788930,6.224410
-0.112992,-0.532643,-0.141575
-1.116478,2.597792,-1.293756
-2.627927,-2.893253,4.475165
-0.649653,-0.482472,7.109347
-0.953892,-2.725596,5.007874
-1.795545,-5.979348,3.979023
-2.961217,-3.546673,-1.816062
-1.235144,-0.883005,8.049233
0.562968,-1.818825,6.284815
-1.356241,-0.151187,5.916208
-5.872122,-1.592025,-1.212538
-2.545166,0.487733,-4.119692
-0.122539,0.053830,3.448948
-1.856058,0.479838,4.256039
-4.101652,-2.064867,-1.271901
-0.972518,3.234400,0.561783
-1.184629,-1.811788,-0.109305
-0.902785,0.211003,4.372108
0.018561,3.588280,1.141887
-1.667521,0.637007,2.842186
-1.038157,0.248607,3.285791
-1.671707,-0.875288,8.948911
-1.568261,0.891481,3.894551
-3.843857,0.666126,0.707608
-3.438059,-4.144613,-2.767948
-3.371609,0.748317,4.513803
1.189159,2.455969,2.785842
-3.057196,-2.669144,4.892105
-0.899834,4.095030,5.146896
-0.391603,-0.522345,3.772395
-0.456614,-5.583564,5.506650
-2.328747,1.062026,2.169606
-3.838166,-3.543655,-3.341596
-2.692257,-2.775605,-1.216851
-4.522408,-2.687281,5.687099
-4.790318,-3.331864,5.584656
-2.477088,-5.895267,1.384382
0.655649,7.112901,4.299257
-3.611809,2.185243,-0.365498
-0.903717,1.161804,-1.098146
-2.216481,-4.741107,2.407487
-3.046455,1.878894,-4.388723
-2.511829,-3.083822,6.849733
-3.706378,1.476777,5.091110
-2.010561,-1.520742,2.223037
1.712912,3.175528,5.134099
-1.914205,-3.983964,-2.404803
-1.008570,0.614414,-2.188504
-1.201979,5.637932,1.980875
-0.418517,-0.094095,-0.772422
-3.178480,2.948343,0.099563
-6.106432,-0.480709,-0.705967
-2.433196,-4.771265,2.731844
-1.749431,-0.271911,0.914188
-0.992282,0.126646,5.727359
-2.552200,-3.843796,-3.742555
-3.193388,1.133240,0.907042
-1.409319,-3.741082,0.784828
0.024955,0.036393,-0.800927
-3.248249,-1.803388,1.079083
-1.290132,-2.266082,5.975261
-2.262939,-4.672293,2.443116
-1.760002,-4.448336,-0.277388
-0.956997,-0.311379,1.823675
-0.977755,0.770777,3.739133
-3.533888,-3.237721,4.917377
-3.645742,-3.529272,-2.274103
-1.359993,-0.020299,8.772170
-1.256235,-2.273164,5.589935
-2.414865,-6.568110,0.207761
-1.929540,-0.150544,4.398220
-3.383803,-0.941804,1.216272
-0.640887,0.305357,-0.821457
-0.686770,0.276785,4.037884
-0.443032,-0.298469,4.059633
-3.187331,8.342787,1.727473
-5.133209,-2.321813,-3.083044
-1.402273,-4.953669,-0.140981
-3.801672,-0.874791,-2.121403
-0.233215,2.889100,1.122635
-0.793556,0.215161,-1.591690
-2.934992,-2.826136,-2.624914
-0.519063,0.758349,-1.165426
-3.612985,-2.892507,-3.151113
-0.235595,0.405721,-0.953373
-3.263778,-2.864578,-3.176469
-1.481301,0.778430,0.948580
-2.398054,-7.008389,6.123749
-3.338478,-2.784516,-0.898971
-2.089901,0.717528,5.028981
-5.791120,-2.320497,-5.083398
-1.758081,-5.709692,0.466134
-3.027231,-6.453009,5.204546
-0.090753,-0.624331,-0.646410
-2.941399,2.395022,-2.691927
-0.319379,-0.470866,-0.448143
-4.110948,-4.400563,4.694293
0.298099,-0.275500,3.601876
-2.552521,-5.534464,3.296612
-0.561631,-1.881270,-1.903243
-1.119770,1.013834,-0.991267
-3.780926,-1.963173,3.486744
-1.367789,0.338389,4.302381
-6.209777,-2.260813,-2.929212
-5.229697,-6.520576,-1.158276
-2.108768,-4.709185,7.740622
-2.417582,0.906843,-3.187855
-0.182551,-0.014409,-0.963252
-1.390341,0.622111,-2.245533
-1.207605,-2.999861,-0.611235
-0.718943,1.014468,3.910529
-1.385637,-4.850857,0.141474
-4.260028,-0.038558,-1.337834
1.384818,-1.156586,6.389892
-1.893552,0.041860,7.887364
-2.417428,1.034075,1.474636
1.274743,-1.265968,6.877697
-1.589799,-0.214740,-1.164885
-0.542686,0.572739,4.475794
-3.336865,-4.841322,3.152139
-2.602750,-3.201570,-0.909227
-2.831375,-0.008426,1.024442
-1.668780,2.730186,1.702293
-3.158485,-3.902504,1.256653
0.200854,2.339645,4.885600
-4.461383,-0.978648,-1.643631
-8.682299,-3.694051,-5.818832
-1.370595,6.358050,3.482949
-1.716292,0.232691,-2.819612
-4.375273,-1.381088,-1.787493
-3.362852,-2.888234,-3.494629
-1.667120,-0.113007,2.600532
-2.058817,0.821543,-3.581362
-0.072426,3.454280,2.010192
-2.512752,-3.390287,-0.049411
-1.879048,-1.983344,-0.383960
-2.924163,-2.937096,-3.115886
-1.239603,2.735438,4.752373
0.093072,3.589517,2.096081
-1.366543,-0.348802,5.282146
-4.149452,-0.921685,-2.196381
-3.732987,0.228969,-1.557624
-1.473743,0.570155,5.171655
-0.252385,0.208867,-0.818337
-1.796851,-4.161167,0.773435
-3.234667,-4.323246,-2.995718
-6.154996,3.306667,1.326011
0.249099,0.997692,2.535586
-1.582708,1.655400,-1.108364
-0.639789,-3.196294,2.718087
-0.366630,-7.428189,5.026179
-3.469644,-0.803621,1.960762
-1.753961,0.234945,6.804013
-3.411609,-0.987934,-2.227667
-0.199591,0.747786,5.150943
-0.394552,-0.220814,-0.831323
-0.666707,0.593889,5.085925
-1.523183,-3.056901,0.503148
0.674329,4.211535,3.539143
0.501404,2.655050,2.149752
-4.045651,-1.859572,-3.705250
-2.024050,-2.147457,-1.820753
-5.899589,-0.909268,-1.211730
-0.780163,-3.947630,5.692004
-4.244698,2.273304,0.286429
-2.855172,0.643359,0.071427
1.076396,3.280501,4.508044
-0.091394,3.274152,2.228836
0.634340,-0.437844,2.344281
-0.582469,0.747917,-0.722940
-3.405768,-6.138875,1.111943
-0.324024,0.738916,-0.568570
-2.118319,-4.831979,-0.542350
-1.694281,-4.808900,5.549362
-1.484792,-4.205009,-1.523271
-3.189843,-6.494184,3.214106
-0.147058,0.149582,-0.777398
-1.394338,1.284469,4.975476
-0.343304,-0.820547,7.881405
-1.712700,-0.198542,5.928435
-1.256861,1.134845,-2.234488
-3.203592,-0.468791,-2.232688
-4.999618,-1.535261,-2.321001
-0.029236,-0.012681,-0.922088
-4.641697,-1.667694,-3.964379
-2.493691,1.911005,4.913749
0.333890,3.165548,1.752063
-1.955959,1.104376,1.394546
-1.160778,-1.263759,6.036315
-4.280826,-0.758561,-2.001488
-2.340406,-1.376970,2.504213
1.056709,-3.512365,8.927488
-1.608678,1.142677,-2.694629
-1.282925,-3.900203,-0.058131
-0.575198,-1.783831,2.453320
-4.270316,-2.721584,-1.425724
-0.341869,-0.347048,4.905940
-4.838585,-0.521314,-2.871661
-1.865490,-5.186524,2.776541
0.207545,-0.829708,5.819702
-3.068185,-8.198199,7.349139
-1.353194,-5.409565,6.144910
-5.473302,0.325199,-2.886838
-2.702725,-2.637624,-1.040497
-2.141087,-0.942709,1.797831
0.711541,3.523942,1.954708
-0.425908,0.181540,-0.815715
-3.412969,-0.643366,-1.796397
-1.014820,1.342107,2.103716
-0.165411,-5.429718,4.243283
-3.764456,-1.300294,-3.178091
-0.021934,3.117224,1.519569
-2.278222,0.763302,4.221542
-1.307478,-3.061312,-0.485988
-2.147676,-3.925872,-0.817898
-4.322709,-10.976946,6.501137
-3.579291,-5.634186,3.225245
-1.708122,-5.272074,-0.203650
-0.348075,0.409954,-0.679861
-2.201749,1.257370,6.565524
-3.309242,-1.293489,1.662190
-3.719898,0.078455,2.127677
-2.331187,-4.914399,3.244148
-2.051524,-6.764777,-0.236633
-0.386973,1.895895,0.736716
-1.018030,4.600779,0.999355
0.345489,0.457386,4.650094
-2.144355,-2.278094,-0.514156
-1.221757,-3.762803,2.268480
-2.902162,1.944701,3.479771
-4.075630,-0.269840,-3.153087
-3.487507,-6.666996,4.765375
0.164632,3.050217,1.439353
-0.414060,0.793809,-0.818633
-0.338224,0.465206,-0.936284
-2.899898,-0.973373,-1.670902
-0.556568,0.784351,-1.198275
-2.311786,-2.618222,-1.981193
-2.762987,-3.853711,-0.958774
-1.832524,-3.249162,-0.550347
-0.115529,-0.677134,5.511728
0.169286,6.093014,4.679746
-1.060896,-6.663317,0.980347
-1.986347,-2.323246,3.789987
-2.402530,-2.580274,0.406501
-0.820306,-1.861140,3.648334
-0.643229,0.584235,-1.118390
-3.078981,-5.913389,-0.541684
-2.298479,-2.565110,-2.611708
-0.473677,0.887353,-0.614015
-3.123179,-3.750516,2.147384
-3.480383,-2.609083,-1.734477
-1.511632,1.033646,-2.728106
0.636698,1.646726,3.270111
-0.085023,-0.014024,-0.106457
-3.234421,-3.623845,-3.077530
-1.297431,-6.195717,3.735056
-5.158115,-4.402609,9.987303
-3.287572,1.059327,-2.912297
-4.166644,1.798548,-0.161442
-3.118418,-4.810637,0.939800
-0.188519,0.152140,-1.055039
0.532832,0.144320,3.957259
-1.224764,0.749859,4.442054
1.089378,-3.060128,9.083657
-1.942601,-2.962940,6.625855
-2.970064,-1.347324,-1.942488
-2.518020,-1.189720,-2.975538
-2.848530,-3.973690,-2.450915
-2.423519,-3.757744,2.429998
-2.182468,-2.341494,4.458111
-2.080812,-3.876863,-2.487480
-1.856987,-1.695138,3.152334
-3.042119,-3.769892,-0.770205
0.985273,3.287436,2.947928
-4.180405,-0.815440,-4.256857
-0.568840,-5.639774,3.023971
-2.801789,-3.055294,-2.932133
-2.869996,-2.969922,-2.668651
-2.948891,-1.052593,-0.607119
-0.573778,0.114841,2.372677
-0.845164,0.533749,-1.712449
-0.605011,0.433947,-1.309143
-1.524745,-0.237215,6.236028
0.168831,-4.841100,5.083441
1.576446,2.784973,4.685555
-1.728612,-3.907970,-1.192409
0.196703,4.156028,2.745549
-3.773677,-3.920695,6.661964
-0.677106,0.445664,-1.622534
-2.536424,-2.611000,3.199231
-2.261585,-0.435198,-1.932305
-2.785145,0.580106,-3.633510
-0.527817,0.951902,2.894218
-7.948180,-0.791073,-1.817369
-3.246919,2.319083,-0.083801
-2.586398,-1.789928,4.374709
-0.838891,0.606673,-1.512477
-2.002990,1.249347,4.418261
-2.406211,-5.069383,0.627978
-4.319670,-0.042061,-2.126192
-1.591039,-4.397610,0.472851
-0.905250,-0.843946,6.594688
-1.892586,-0.455868,6.182581
-6.416172,-1.537045,-0.984168
-2.411361,-2.138404,-2.047984
-1.545439,-5.522626,-0.942755
-1.738369,0.887859,3.897261
-4.391081,-1.425101,-2.280506
0.827091,-2.349344,9.238184
-3.686313,-8.389520,0.657018
-2.229255,-6.690703,3.976428
-2.623397,-5.504337,-0.613906
-0.323934,0.337587,-0.632753
0.940641,2.494380,4.968682
-0.537110,2.987285,0.946718
-3.243273,-4.914053,-1.636306
0.033499,6.177797,6.885277
-0.360878,-0.105628,3.119017
-0.385527,3.035904,5.562000
-0.958844,1.022689,-1.612462
-0.962738,0.997314,2.692590
-4.814398,-0.644655,-1.281360
-0.071050,0.089516,-0.848857
-3.360616,1.457714,3.361827
-4.761307,-1.397042,-0.326730
-0.557307,0.508203,4.282338
-4.175579,-1.087940,-2.322990
-1.564396,-5.992775,3.635306
-0.934996,-0.858118,5.159767
-1.227229,1.651600,2.196719
-0.277188,0.087949,-0.820705
-2.297879,0.818716,3.361135
-2.615555,-2.769017,-2.899562
-1.236384,0.828565,-2.375269
-2.457692,-3.073751,-2.807904
-0.252897,-0.859825,3.099708
-2.795364,0.910822,2.650239
-1.006871,0.154518,3.796417
-2.048560,3.441345,0.236116
-2.833107,2.389689,0.207132
-3.389965,-5.090767,-3.332874
-0.112867,5.001039,3.733490
-2.359792,-1.685012,2.898846
-3.891930,-10.834189,7.617865
-2.750797,-4.832839,2.874936
-2.089919,-4.295506,-0.994785
-1.795353,-1.391675,0.011613
-4.857316,2.081364,-0.631811
-2.215411,-4.285201,5.326631
-3.097280,-2.854912,5.306674
-3.875869,1.316314,3.243855
-3.504460,2.226298,-0.712323
-2.956015,-6.961814,-1.134279
-2.397584,-3.534391,-0.221772
-3.948306,-4.221104,-1.222555
-3.022661,-1.111482,-2.561144
-1.589953,-5.833963,0.016478
-1.514426,-0.901937,6.161829
-1.900334,1.544639,-2.295056
-2.190281,-1.631843,-2.262939
-2.363525,-2.609703,2.049590
-2.830292,2.733891,0.155133
-1.460791,-5.793723,2.911711
-0.429817,1.282941,2.420461
-1.808424,-3.501483,7.564195
-3.257420,-4.270084,9.005214
